objectid,parentid,title,creator,date,date-is-approximate?,entry_date,external_resources,address,description,space_syntax,subject,building_type,conservation_state,bibliography,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
bnk048001,bnk048,"Benken, neues Stationsgebäude, Bahnseite",<a href='https://www.wikidata.org/wiki/Q116216083' target='_blank'>Hans-Rudolf Berner</a>,,,1999,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?id=496445' target='_blank'>F_122_00085_003</a>,Image;StillImage,image/jpeg,eng,"CC BY SA 4.0, Hans-Rudolf Berner",https://creativecommons.org/licenses/by-sa/4.0/,image,https://upload.wikimedia.org/wikipedia/commons/1/1f/SBB_Historic_-_F_122_00085_003_-_Benken_neues_Stationsgebaeude_Bahnseite.jpg,https://commons.wikimedia.org/w/thumb.php?f=SBB_Historic_-_F_122_00085_003_-_Benken_neues_Stationsgebaeude_Bahnseite.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=SBB_Historic_-_F_122_00085_003_-_Benken_neues_Stationsgebaeude_Bahnseite.jpg&w=400,,
bnk048002,bnk048,View from the platform,Moritz Twente,,,2024,,,"At Benken SG railway station, Max Vogt designed a new station building in 1970. It is no longer in use, and has been incorporated in a larger industrial building. Fragments of Vogt's building can still be seen in the southwestern corner of the building. Today, they are no longer used by SBB, but house commercial facilities instead. Pictured is the building's south-western corner, with both the station building and the newer industrial building clearly visible due to different materiality.",,,,,,,47.20424,9.00874,<a href='https://commons.wikimedia.org/wiki/Category:Benken_SG_Station_Building' target='_blank'>Wikimedia Commons</a>,<a href='https://commons.wikimedia.org/wiki/File:BNK048_Benken_MaxVogt_20240714_152611.jpg' target='_blank'>BNK048_Benken_MaxVogt_20240714_152611</a>,Image;StillImage,image/jpeg,eng,"CC BY SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,image,https://upload.wikimedia.org/wikipedia/commons/7/7e/BNK048_Benken_MaxVogt_20240714_152611.jpg,https://commons.wikimedia.org/w/thumb.php?f=BNK048_Benken_MaxVogt_20240714_152611.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=BNK048_Benken_MaxVogt_20240714_152611.jpg&w=400,,
bnk048003,bnk048,View from the platform,Moritz Twente,,,2024,,,"At Benken SG railway station, Max Vogt designed a new station building in 1970. It is no longer in use, and has been incorporated in a larger industrial building. Fragments of Vogt's building can still be seen in the southwestern corner of the building. Today, they are no longer used by SBB, but house commercial facilities instead. Pictured is the building's western façade, with both the station building and the newer industrial building clearly visible due to different materiality.",,,,,,,47.20444,9.00848,<a href='https://commons.wikimedia.org/wiki/Category:Benken_SG_Station_Building' target='_blank'>Wikimedia Commons</a>,<a href='https://commons.wikimedia.org/wiki/File:BNK048_Benken_MaxVogt_20240714_152430.jpg' target='_blank'>BNK048_Benken_MaxVogt_20240714_152430</a>,Image;StillImage,image/jpeg,eng,"CC BY SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,image,https://upload.wikimedia.org/wikipedia/commons/d/d9/BNK048_Benken_MaxVogt_20240714_152430.jpg,https://commons.wikimedia.org/w/thumb.php?f=BNK048_Benken_MaxVogt_20240714_152430.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=BNK048_Benken_MaxVogt_20240714_152430.jpg&w=400,,
bnk048004,bnk048,View from Bahnhofstrasse,Moritz Twente,,,2024,,,"Benken SG railway station used to be equipped with a station building which was designed by Max Vogt in 1970. Today, it is incorporated in a much bigger industrial buildling which can be seen in the background. The building is used for commercial purposes today.",,,,,,,47.20378,9.00996,<a href='https://commons.wikimedia.org/wiki/Category:Benken_SG_Station_Building' target='_blank'>Wikimedia Commons</a>,<a href='https://commons.wikimedia.org/wiki/File:BNK048_Benken_MaxVogt_20240714_153218.jpg' target='_blank'>BNK048_Benken_MaxVogt_20240714_153218</a>,Image;StillImage,image/jpeg,eng,"CC BY SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,image,https://upload.wikimedia.org/wikipedia/commons/e/e8/BNK048_Benken_MaxVogt_20240714_153218.jpg,https://commons.wikimedia.org/w/thumb.php?f=BNK048_Benken_MaxVogt_20240714_153218.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=BNK048_Benken_MaxVogt_20240714_153218.jpg&w=400,,
bnk048005,bnk048,Benken: Neues Aufnahmegebäude,unknown,,,1968–1999,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=377401' target='_blank'>GD_BAU_2005/005_069_01</a>,Text;Image;StillImage,record,de,no license information,,record,https://www.sbbarchiv.ch/detail.aspx?ID=377401,,,,
bnk048006,bnk048,Inventar historischer Bahnhöfe: Benken SG,<a href='https://foto-ch.ch/persons/detail/34321' target='_blank'>Hans-Peter Bärtschi</a>,,,1983,,,"Dossier im SBB-Archiv, dortige Beschreibung: Information zu Bauherrschaft, Umbauten und zusätzliche Gebäude, Schutzziel betreffend Erhaltung des Bahnhofs, Fotodokumentation, Bewertung der Ursprünglichkeit",,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=539192' target='_blank'>GD_BAU_SBB64_0545</a>,Text;Image;StillImage,application/pdf,de,no license information,,pdf,https://www.sbbarchiv.ch/Dateien/113/D565725.pdf,,,,
bnk048geo,bnk048,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Benken.geojson' target='_blank'>Benken.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Benken.geojson,,,,
klw049,,Station Building/Railway Goods Shed,,1970,,,https://www.sbb.ch/en?nach=8956+Killwangen+Bahnhofstrasse+17|SBB Journey Planner;https://www.wikidata.org/wiki/Q127713215|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Killwangen-Spreitenbach_Station_Building/Railway_Goods_Shed|Wikimedia Commons Category;https://www.openstreetmap.org/way/1292946543|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/540645_0/extendedHtmlPopup|EGID,"Bahnhofstrasse 17, 8956 Killwangen","station building with goods shed, access balconies, massive concrete sculptural",,access balcony;adjacent buildings;roof shape,Passenger Facility;Cargo Facility,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/klw049/library|KLW049 on Zotero,Killwangen-Spreitenbach,47.43334,8.35393,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/b/be/SBB_Historic_-_F_122_00545_004_-_Killwangen-Spreitenbach_Bahnhofgebaeude_Bahnseite.jpg,https://commons.wikimedia.org/w/thumb.php?f=SBB_Historic_-_F_122_00545_004_-_Killwangen-Spreitenbach_Bahnhofgebaeude_Bahnseite.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=SBB_Historic_-_F_122_00545_004_-_Killwangen-Spreitenbach_Bahnhofgebaeude_Bahnseite.jpg&w=400,,
klw049001,klw049,"Killwangen-Spreitenbach, Bahnhofgebäude, Bahnseite",<a href='https://www.wikidata.org/wiki/Q116216083' target='_blank'>Hans-Rudolf Berner</a>,,,1998,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?id=498764' target='_blank'>F_122_00545_004</a>,Image;StillImage,image/jpeg,de,"CC-BY-SA 4.0, Hans-Rudolf Berner",https://creativecommons.org/licenses/by-sa/4.0/,image,https://upload.wikimedia.org/wikipedia/commons/b/be/SBB_Historic_-_F_122_00545_004_-_Killwangen-Spreitenbach_Bahnhofgebaeude_Bahnseite.jpg,https://commons.wikimedia.org/w/thumb.php?f=SBB_Historic_-_F_122_00545_004_-_Killwangen-Spreitenbach_Bahnhofgebaeude_Bahnseite.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=SBB_Historic_-_F_122_00545_004_-_Killwangen-Spreitenbach_Bahnhofgebaeude_Bahnseite.jpg&w=400,,
klw049geo,klw049,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Killwangen-Spreitenbach.geojson' target='_blank'>Killwangen-Spreitenbach.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Killwangen-Spreitenbach.geojson,,,,
kb050,,Service Building,,1970,,,https://www.sbb.ch/en?nach=5322+Koblenz+AG+Bahnhofstrasse+55.1|SBB Journey Planner;https://www.wikidata.org/wiki/Q126488425|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Koblenz_AG_Service_Building|Wikimedia Commons Category;https://www.openstreetmap.org/way/155221623|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/263041463_0/extendedHtmlPopup|EGID,"Bahnhofstrasse 55.1, 5322 Koblenz AG","Service building, used to be a kiosk (somewhere there is a news report about closing it), simple extension of the station area to the south, working with windows to open up towards platform side, roof forms a little bit of a pathway from bus stop to platform",,Roof Shape;Windows,Passenger Facility;Rail Infrastructure,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/kb050/library|KB050 on Zotero,Koblenz AG,47.60012,8.22689,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/8/8e/KB050_Koblenz_MaxVogt_20240510_151230.jpg,https://commons.wikimedia.org/w/thumb.php?f=KB050_Koblenz_MaxVogt_20240510_151230.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=KB050_Koblenz_MaxVogt_20240510_151230.jpg&w=400,,
kb050geo,kb050,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Koblenz.geojson' target='_blank'>Koblenz.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Koblenz.geojson,,,,
raet051,,Auxiliary Building,,1970,,,https://www.sbb.ch/en?nach=8352+Elsau+St.+Gallerstrasse+45.1|SBB Journey Planner;https://www.wikidata.org/wiki/Q126488630|Wikidata Item;https://www.openstreetmap.org/way/136854638|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/210249845_0/extendedHtmlPopup|EGID,"St. Gallerstrasse 45.1, 8352 Elsau",,,Relative Position;Building Height,Rail Infrastructure,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/raet051/library|RAET051 on Zotero,Räterschen,47.49858,8.79535,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/8/8b/RAET051_Raeterschen_MaxVogt_20240504_192533.jpg,https://commons.wikimedia.org/w/thumb.php?f=RAET051_Raeterschen_MaxVogt_20240504_192533.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=RAET051_Raeterschen_MaxVogt_20240504_192533.jpg&w=400,,
raet051geo,raet051,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Räterschen.geojson' target='_blank'>Räterschen.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Räterschen.geojson,,,,
dtl052,,Station Building,,1971,,,https://www.sbb.ch/en?nach=8305+Dietlikon+Bahnhofstrasse+30|SBB Journey Planner;https://www.wikidata.org/wiki/Q126551926|Wikidata Item;https://www.openstreetmap.org/way/1281960394|OpenStreetMap Object (Station Building);https://www.openstreetmap.org/way/1281960396|OpenStreetMap Object (Commercial Building);https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/2261446_0/extendedHtmlPopup|EGID (Station Building);https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/191985304_0/extendedHtmlPopup|EGID (Commercial Building),"Bahnhofstrasse 30–32, 8305 Dietlikon","Station building with gabled roof, covered waiting area, roof shape with station sign, station fountain",,Relative Position;Roof Shape;Façade Cladding,Passenger Facility;Rail Infrastructure,preserved,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/dtl052/library|DTL052 on Zotero,Dietlikon,47.42018,8.6192,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/1/11/DTL052_Dietlikon_MaxVogt_20240509_145050.jpg,https://commons.wikimedia.org/w/thumb.php?f=DTL052_Dietlikon_MaxVogt_20240509_145050.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=DTL052_Dietlikon_MaxVogt_20240509_145050.jpg&w=400,,
dtl052geo,dtl052,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Dietlikon.geojson' target='_blank'>Dietlikon.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Dietlikon.geojson,,,,
kl053,,Station Building,,1971,,,https://www.sbb.ch/en?nach=8302+Kloten+Lindenstrasse+16|SBB Journey Planner;https://www.wikidata.org/wiki/Q126597332|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Kloten_Station_Building|Wikimedia Commons Category;https://www.openstreetmap.org/way/10694839|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/9002513_0/extendedHtmlPopup|EGID,"Lindenstrasse 16, 8302 Kloten","Station Building, roof shape, interior visible, former passenger service center, doors with sbb logo",,Roof Shape;Interior;Colours,Passenger Facility,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/kl053/library|KL053 on Zotero,Kloten,47.44865,8.58377,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/3/39/KL053_Kloten_MaxVogt_20240509_191711.jpg,https://commons.wikimedia.org/w/thumb.php?f=KL053_Kloten_MaxVogt_20240509_191711.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=KL053_Kloten_MaxVogt_20240509_191711.jpg&w=400,,
kl053geo,kl053,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Kloten.geojson' target='_blank'>Kloten.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Kloten.geojson,,,,
wf054,,Auxiliary Building,,1971,,,https://www.sbb.ch/en?nach=8570+Weinfelden+Bahnhofstrasse+1|SBB Journey Planner;https://www.wikidata.org/wiki/Q127421306|Wikidata Item;https://www.openstreetmap.org/way/201390182|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/400067369_0/extendedHtmlPopup|EGID,"Bahnhofstrasse 1, 8570 Weinfelden","Auxiliary Building, with ornamental pillar-type things, also used for bus stop information, colour added later",,Relative Position;Cubature;Ornamental Features,Rail Infrastructure,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/wf054/library|WF054 on Zotero,Weinfelden,47.56648,9.10589,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/4/47/WF054_Weinfelden_MaxVogt_20240713_164148.jpg,https://commons.wikimedia.org/w/thumb.php?f=WF054_Weinfelden_MaxVogt_20240713_164148.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=WF054_Weinfelden_MaxVogt_20240713_164148.jpg&w=400,,
wf054geo,wf054,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Weinfelden.geojson' target='_blank'>Weinfelden.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Weinfelden.geojson,,,,
mtl055,,Service Building,,1972,,,https://www.sbb.ch/en?nach=8460+Marthalen+Bahnhofstrass+1.1|SBB Journey Planner;https://www.wikidata.org/wiki/Q126616305|Wikidata Item;https://www.openstreetmap.org/way/235103836|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/210225326_0/extendedHtmlPopup|EGID,"Bahnhofstrass 1.1, 8460 Marthalen","Service Building, train station was relocated recently, height variation, adjacent old building",,Relative Position;Station Square;Set-Backs,Rail Infrastructure,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/mtl055/library|MTL055 on Zotero,Marthalen,47.63494,8.65327,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/6/6d/MTL055_Marthalen_MaxVogt_20240509_171026.jpg,https://commons.wikimedia.org/w/thumb.php?f=MTL055_Marthalen_MaxVogt_20240509_171026.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=MTL055_Marthalen_MaxVogt_20240509_171026.jpg&w=400,,
mtl055geo,mtl055,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Marthalen.geojson' target='_blank'>Marthalen.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Marthalen.geojson,,,,
sh056,,Workshop Service Building,,1972,,,https://www.sbb.ch/en?nach=8200+Schaffhausen+Fulachbrücke|SBB Journey Planner;https://www.wikidata.org/wiki/Q126196965|Wikidata Item;https://www.openstreetmap.org/way/1284519289|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/191740052_0/extendedHtmlPopup|EGID,"Emmersbergstrasse/Fulachbrücke, 8200 Schaffhausen","service building, formerly joined with SH905",,Pulpit;Building Height,Rail Infrastructure,preserved,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/sh056/library|SH056 on Zotero,Schaffhausen,47.71004,8.6412,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/3/3b/SH056_Schaffhausen_MaxVogt_20240802_113627.jpg,https://commons.wikimedia.org/w/thumb.php?f=SH056_Schaffhausen_MaxVogt_20240802_113627.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=SH056_Schaffhausen_MaxVogt_20240802_113627.jpg&w=400,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sh057,,Cargo Administration Service Building,,1972,,,https://www.sbb.ch/en?nach=8200+Schaffhausen+Emmersbergstrasse+1|SBB Journey Planner;https://www.wikidata.org/wiki/Q126650943|Wikidata Item;https://www.openstreetmap.org/way/25650520|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/1610832_0/extendedHtmlPopup|EGID,"Emmersbergstrasse 1, 8200 Schaffhausen","Administration building, red colour, city gate type, in a complex with other buildings by Vogt",,Building Height;Colour;City Gate Metaphor,Rail Infrastructure,preserved,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/sh057/library|SH057 on Zotero,Schaffhausen,47.70204,8.63695,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/a/ab/SH057_Schaffhausen_MaxVogt_20240802_115843.jpg,https://commons.wikimedia.org/w/thumb.php?f=SH057_Schaffhausen_MaxVogt_20240802_115843.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=SH057_Schaffhausen_MaxVogt_20240802_115843.jpg&w=400,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sh058,,Railway Goods Shed,,1972,,,https://www.sbb.ch/en?nach=8200+Schaffhausen+Emmersbergstrasse+1|SBB Journey Planner;https://www.wikidata.org/wiki/Q127710872|Wikidata Item;https://www.openstreetmap.org/way/234578424|OpenStreetMap Object,"Fulachstrasse, 8200 Schaffhausen","very long railway goods shed, physically connected to the cargo administration building",,Roof Shape;Parallelism,Cargo Facility,preserved,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/sh058/library|SH058 on Zotero,Schaffhausen,47.7045,8.6378,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/3/30/SH058_Schaffhausen_MaxVogt_20240802_115627.jpg,https://commons.wikimedia.org/w/thumb.php?f=SH058_Schaffhausen_MaxVogt_20240802_115627.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=SH058_Schaffhausen_MaxVogt_20240802_115627.jpg&w=400,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw059,,Railway Goods Shed,,1973,,,https://www.sbb.ch/en?nach=8800+Thalwil+Bahnhofstrasse+23|SBB Journey Planner;https://www.wikidata.org/wiki/Q126295634|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Thalwil_Railway_Goods_Shed|Wikimedia Commons Category;https://www.openstreetmap.org/way/23646192|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/2291196_0/extendedHtmlPopup|EGID,"Bahnhofstrasse 23, 8800 Thalwil","goods shed next to the station, used to be clad with corten, now with wood",,Façade Cladding;Height Development;Position,Cargo Facility,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/tw059/library|TW059 on Zotero,Thalwil,47.29651,8.56425,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/f/fe/Bhf-Thalwil03.JPG,https://commons.wikimedia.org/w/thumb.php?f=Bhf-Thalwil03.JPG&w=800,https://commons.wikimedia.org/w/thumb.php?f=Bhf-Thalwil03.JPG&w=400,,
tw059001,tw059,"Der Güterschuppen des Bahnhof Thalwil. Erbaut 1973, Architekt Max Vogt",<a href='https://commons.wikimedia.org/wiki/User:Bobo11' target='_blank'>Bobo11</a>,,,2020-05-25,,,,,,,,,,,,<a href='https://commons.wikimedia.org/wiki/Category:Thalwil_Railway_Goods_Shed' target='_blank'>Wikimedia Commons</a>,<a href='https://commons.wikimedia.org/wiki/File:Bhf-Thalwil03.JPG' target='_blank'>Bhf-Thalwil03</a>,Image;StillImage,image/jpeg,de,"GNU Free Documentation License, Bobo11",https://www.gnu.org/licenses/fdl-1.3.html,image,https://upload.wikimedia.org/wikipedia/commons/f/fe/Bhf-Thalwil03.JPG,https://commons.wikimedia.org/w/thumb.php?f=Bhf-Thalwil03.JPG&w=800,https://commons.wikimedia.org/w/thumb.php?f=Bhf-Thalwil03.JPG&w=400,,
